NIK,NIK_valid,biometric_flag,age,gender,provider_id,diagnosis_code,procedure_code,num_diagnoses,num_procedures,length_of_stay,total_claim_amount,service_date,claim_date,verification_method,tarif_standar_diagnosis,diagnosis_cost_ratio
3569671562354353,1,1,4,F,RS008,J45.9,93.96,2,2,0,2197251,2025-09-15,2025-09-20,manual,2300000,0.9553265217391305
7554000018774508,0,1,40,M,RS004,O80,72.0,3,1,1,3632495,2025-03-13,2025-09-20,manual,3500000,1.0378557142857143
8428382365331610,0,1,67,M,RS004,I10,99.04,3,2,4,5640218,2024-02-15,2025-09-20,manual,2000000,2.820109
3813512971597699,1,1,85,M,RS005,I10,99.04,2,1,4,2902896,2024-01-26,2025-09-20,manual,2000000,1.451448
6026617086952876,1,1,17,M,RS002,E66.9,99.28,1,1,2,8610927,2025-04-17,2025-09-20,manual,1000000,8.610927
2311733752635927,1,1,22,M,RS002,M54.5,93.39,1,4,1,7498333,2025-06-19,2025-09-20,manual,1800000,4.165740555555556
6462214513185217,1,1,14,M,RS002,H25.9,13.1,1,1,0,4139961,2024-04-06,2025-09-20,manual,7500000,0.5519948
8831120919280719,0,1,72,F,RS004,R50.9,99.19,3,3,0,8202054,2024-11-20,2025-09-20,manual,1000000,8.202054
4938553777748088,1,1,11,M,RS010,I25.1,99.24,1,3,2,4268515,2024-07-13,2025-09-20,manual,5000000,0.853703
5552763190173433,1,1,2,M,RS008,R50.9,99.19,3,3,0,6014111,2025-07-28,2025-09-20,manual,1000000,6.014111
9393823443913568,0,1,8,M,RS008,I25.1,99.24,1,4,4,890998,2025-04-07,2025-09-20,auto,5000000,0.1781996
1320938518628974,0,1,75,F,RS009,I25.1,36.15,3,4,6,8633440,2025-06-18,2025-09-20,manual,5000000,1.726688
9786613118787270,1,0,83,M,RS008,E11,99.10,1,3,2,3826874,2025-06-12,2025-09-20,auto,2500000,1.5307496
5514692385708093,1,1,36,M,RS008,K21.0,45.16,3,4,2,5843763,2025-09-09,2025-09-20,manual,1400000,4.174116428571429
5124039520614457,1,1,39,F,RS005,O80,72.0,3,1,3,6204433,2024-04-25,2025-09-20,auto,3500000,1.772695142857143
0302990690908133,1,1,90,M,RS001,A09,45.23,1,2,0,8378725,2025-05-08,2025-09-20,auto,1300000,6.445173076923077
6848019516988740,0,1,1,M,RS008,O80,72.0,2,2,2,5023569,2024-07-25,2025-09-20,manual,3500000,1.4353054285714286
9460133744519164,0,1,39,F,RS007,E11,99.10,2,2,4,1075613,2025-02-21,2025-09-20,manual,2500000,0.4302452
9752565089782370,1,1,79,M,RS002,I10,99.04,1,2,2,2518007,2024-12-05,2025-09-22,auto,2000000,1.2590035
1361776136193140,1,1,44,M,RS004,R10.4,45.23,1,2,0,3295229,2025-09-18,2025-09-22,auto,1200000,2.7460241666666665
1265300890824899,1,1,7,M,RS004,K21.0,45.16,2,4,1,4644634,2024-10-28,2025-09-22,auto,1400000,3.3175957142857144
4881174616215868,1,1,38,F,RS005,K29.7,45.16,2,3,0,9171894,2025-09-18,2025-09-22,auto,1700000,5.3952317647058825
8420807372907986,0,1,37,F,RS009,H25.9,13.1,3,3,0,678920,2024-09-06,2025-09-22,manual,7500000,0.09052266666666667
1320383327716598,0,1,38,M,RS006,E66.9,99.28,3,4,0,1601958,2025-03-06,2025-09-22,manual,1000000,1.601958
5068811175483453,1,0,16,F,RS006,Z34.0,73.0,3,3,2,844668,2025-03-06,2025-09-22,auto,800000,1.055835
1177206678366892,1,1,15,M,RS008,Z00.0,93.99,3,1,0,2681176,2025-04-15,2025-09-22,manual,700000,3.8302514285714286
1379833181406873,0,1,87,F,RS003,N39.0,57.94,2,2,1,4441051,2025-07-16,2025-09-22,manual,2200000,2.0186595454545455
2657372287960431,1,0,25,M,RS009,E66.9,99.28,2,3,2,8562313,2025-06-20,2025-09-22,manual,1000000,8.562313
4002087590544944,0,1,46,F,RS010,N39.0,57.98,2,3,0,9583768,2024-10-09,2025-09-22,manual,2200000,4.356258181818182
5556693730990013,0,1,20,M,RS001,I10,99.04,1,2,2,6887082,2024-04-22,2025-09-22,manual,2000000,3.443541
3975033264938899,1,1,71,M,RS007,J00,93.9,1,3,2,2157841,2024-09-10,2025-09-22,manual,500000,4.315682
0954382177876635,0,1,38,F,RS002,I25.1,99.24,3,1,3,8078894,2024-10-18,2025-09-22,manual,5000000,1.6157788
3861297914008947,0,1,76,F,RS004,J18.9,96.04,2,1,1,7928619,2025-08-29,2025-09-22,auto,4200000,1.8877664285714286
3648513951558433,1,1,2,F,RS008,N39.0,57.98,3,3,2,6330661,2024-02-09,2025-09-22,auto,2200000,2.877573181818182
3020858870331944,0,1,61,F,RS004,Z03.8,93.91,1,2,2,4220112,2024-10-05,2025-09-22,auto,1200000,3.51676
8851083312135006,1,1,46,M,RS006,J00,93.9,2,3,3,6306681,2025-05-06,2025-09-22,auto,500000,12.613362
6870740317422122,1,1,58,M,RS001,I25.1,36.15,3,2,2,2930477,2024-10-05,2025-09-22,manual,5000000,0.5860954
9382064479278505,1,1,65,M,RS005,Z03.8,93.91,2,3,2,7564249,2025-03-22,2025-09-22,auto,1200000,6.303540833333333
8433157679439861,1,1,70,F,RS001,Z03.8,93.91,1,4,0,6032077,2024-06-10,2025-09-22,manual,1200000,5.026730833333334
6672381129694723,1,1,8,F,RS007,M54.5,93.39,2,1,0,3283185,2024-06-18,2025-09-22,manual,1800000,1.8239916666666667
1743353525294579,1,1,4,F,RS007,I10,99.04,1,4,2,4627636,2024-11-29,2025-09-23,auto,2000000,2.313818
2650256788656680,1,1,17,F,RS003,A09,45.23,1,1,2,7507007,2025-06-03,2025-09-23,auto,1300000,5.774620769230769
7863300374732271,1,1,31,F,RS001,Z00.0,93.99,2,4,0,4499934,2025-01-28,2025-09-23,manual,700000,6.428477142857143
7382626710142900,1,0,59,F,RS004,R10.4,87.09,3,1,0,1917895,2025-07-19,2025-09-23,auto,1200000,1.5982458333333334
9348377310065652,1,1,4,F,RS010,J00,93.9,3,4,1,2885118,2025-06-26,2025-09-23,manual,500000,5.770236
9355936997744368,1,1,36,F,RS005,J45.9,93.96,2,1,1,7169369,2025-09-17,2025-09-23,auto,2300000,3.117116956521739
4642203147239080,1,1,65,M,RS005,E66.9,99.28,3,2,1,1019206,2025-09-10,2025-09-23,manual,1000000,1.019206
3020858870331944,0,1,61,F,RS004,K21.0,45.16,3,4,2,2708169,2025-08-28,2025-09-23,auto,1400000,1.9344064285714286
4521346844804966,1,1,10,M,RS007,A09,45.23,2,3,0,3943212,2024-07-26,2025-09-23,manual,1300000,3.03324
5812723090310377,1,0,63,M,RS010,E66.9,99.28,2,1,1,3541252,2025-06-16,2025-09-23,auto,1000000,3.541252
9031034793383396,0,1,53,F,RS007,M54.5,93.39,3,1,1,4495374,2025-01-10,2025-09-23,auto,1800000,2.49743
9093810094948070,0,1,16,F,RS004,R50.9,99.19,3,2,0,9453722,2025-06-09,2025-09-23,manual,1000000,9.453722
1520714846199201,0,1,77,F,RS007,J00,93.9,2,1,0,430447,2025-01-24,2025-09-23,manual,500000,0.860894
5439027553348790,0,1,1,M,RS010,M54.5,93.39,3,1,0,8126954,2025-07-11,2025-09-23,auto,1800000,4.514974444444444
7751315385467851,1,1,1,M,RS009,Z00.0,93.99,1,1,0,5224083,2025-07-04,2025-09-23,manual,700000,7.462975714285714
2036347310298226,0,1,52,F,RS002,I25.1,36.15,1,2,3,8540337,2025-04-14,2025-09-23,auto,5000000,1.7080674
6151670937396524,1,1,77,M,RS004,Z00.0,93.99,2,3,1,1638831,2025-07-25,2025-09-23,auto,700000,2.3411871428571427
6132556220911026,1,1,36,F,RS005,I10,99.04,1,1,3,6377279,2025-05-23,2025-09-23,manual,2000000,3.1886395
3020858870331944,0,1,61,F,RS004,Z03.8,93.91,3,2,0,4925577,2024-11-29,2025-09-23,manual,1200000,4.1046475
0949046316278525,1,1,85,F,RS004,K29.7,45.16,3,3,1,1178493,2025-08-07,2025-09-23,manual,1700000,0.6932311764705882
5812723090310377,1,0,63,M,RS010,E66.9,99.28,3,2,1,7807811,2024-12-16,2025-09-23,auto,1000000,7.807811
3529840699660624,1,0,65,M,RS010,N39.0,57.94,1,3,2,8801199,2025-09-26,2025-09-28,auto,2200000,4.000545
0512904047174893,0,1,7,M,RS002,Z00.0,93.99,3,1,0,517874,2025-05-13,2025-09-23,manual,700000,0.73982
1616504384422484,0,0,83,F,RS003,R10.4,45.23,1,3,0,8797715,2025-08-07,2025-09-23,manual,1200000,7.331429166666667
1520714846199201,0,1,77,F,RS007,J00,93.9,3,2,0,6525338,2024-05-17,2025-09-23,auto,500000,13.050676
8742736988066088,1,1,65,M,RS009,K29.7,45.16,3,4,3,2424170,2025-09-16,2025-09-23,manual,1700000,1.4259823529411764
3532614438581840,0,0,30,M,RS003,O80,72.0,3,1,3,6419450,2025-04-14,2025-09-23,manual,3500000,1.8341285714285713
3825819792221445,1,1,14,F,RS003,A09,45.23,1,3,1,3809995,2024-01-29,2025-09-23,auto,1300000,2.9307653846153845
2435704389682589,1,1,81,M,RS002,K29.7,45.16,2,2,1,1723235,2025-04-24,2025-09-23,auto,1700000,1.0136676470588235
8356358904030179,1,0,79,M,RS007,R50.9,99.19,1,4,1,5476211,2025-06-25,2025-09-23,auto,1000000,5.476211
8943195251932499,0,0,29,M,RS010,Z00.0,93.99,2,2,0,598681,2025-06-09,2025-09-23,auto,700000,0.8552585714285714
0959440846731639,0,1,89,M,RS004,M54.5,93.39,2,3,1,6889610,2025-09-08,2025-09-23,auto,1800000,3.827561111111111
5321224236188223,1,1,60,F,RS002,O80,72.0,1,3,4,4208089,2024-05-23,2025-09-23,manual,3500000,1.202311142857143
4813161534313995,1,1,86,F,RS002,O80,72.0,3,1,2,9005373,2025-08-13,2025-09-23,auto,3500000,2.5729637142857142
0610606685488164,1,0,12,M,RS008,Z00.0,93.99,3,3,0,7322472,2024-12-13,2025-09-23,auto,700000,10.460674285714285
3122374314425992,1,1,15,M,RS005,R50.9,99.19,3,2,0,1894988,2024-08-30,2025-09-23,auto,1000000,1.894988
1179675100857489,0,1,21,M,RS001,K21.0,45.16,3,4,0,7729065,2025-08-22,2025-09-24,auto,1400000,5.520760714285714
7052178650490800,1,1,17,F,RS003,J45.9,93.96,1,3,0,6041539,2025-07-17,2025-09-24,manual,2300000,2.626756086956522
0841004995119686,1,0,76,F,RS010,J18.9,96.04,2,1,0,6916856,2025-07-23,2025-09-24,manual,4200000,1.6468704761904762
7369417750167669,1,0,63,F,RS004,Z00.0,93.99,3,4,0,5552918,2025-09-18,2025-09-24,auto,700000,7.93274
8231782736277653,1,1,5,M,RS007,N39.0,57.98,1,3,0,6432280,2025-01-03,2025-09-24,manual,2200000,2.9237636363636366
0745050735657584,1,1,63,F,RS001,H25.9,13.4,1,3,0,3662310,2025-07-19,2025-09-24,manual,7500000,0.488308
8661118590863985,1,1,85,M,RS010,Z00.0,93.99,3,2,0,5326653,2025-05-20,2025-09-24,auto,700000,7.609504285714285
7264428727970607,1,0,60,M,RS009,J00,93.9,2,3,1,1849163,2025-07-05,2025-09-24,manual,500000,3.698326
8628608510978748,1,0,50,F,RS010,E11,99.10,3,1,0,6213023,2024-11-26,2025-09-24,manual,2500000,2.4852092
0673374816293677,1,1,81,M,RS010,E11,99.10,2,1,3,8839913,2024-04-30,2025-09-24,auto,2500000,3.5359652
0129205103690581,1,1,77,F,RS008,O80,72.0,3,2,1,3852591,2024-01-29,2025-09-24,auto,3500000,1.1007402857142856
0686759932621737,0,1,30,F,RS008,R10.4,45.23,1,4,0,6527395,2025-08-18,2025-09-24,manual,1200000,5.439495833333333
8379560347638061,1,1,4,M,RS006,H25.9,13.4,2,4,0,969147,2024-06-11,2025-09-24,manual,7500000,0.1292196
0411443200750092,0,0,79,M,RS006,N39.0,57.98,1,1,1,2712722,2025-08-18,2025-09-24,auto,2200000,1.2330554545454546
3527551743552484,1,1,81,F,RS008,Z03.8,93.91,3,1,0,7465796,2025-06-18,2025-09-24,auto,1200000,6.221496666666667
5343769046245881,1,1,80,F,RS001,J45.9,93.96,2,4,1,9273344,2025-04-21,2025-09-24,auto,2300000,4.031888695652174
4106861308068869,1,0,26,F,RS005,E11,99.10,3,3,3,1926202,2025-07-19,2025-09-24,manual,2500000,0.7704808
3278602931629557,1,0,66,M,RS009,J18.9,96.04,3,2,0,3207797,2025-07-26,2025-09-24,manual,4200000,0.7637611904761905
2320200927976298,0,0,40,F,RS006,H25.9,13.1,2,1,0,8544481,2025-07-03,2025-09-24,manual,7500000,1.1392641333333333
7737742232257082,0,1,7,M,RS004,M54.5,93.39,2,1,1,6272978,2024-11-27,2025-09-24,manual,1800000,3.4849877777777776
6638458907451555,1,1,24,F,RS005,Z34.0,73.0,2,1,1,9072820,2025-06-07,2025-09-24,auto,800000,11.341025
3939959990377015,0,0,13,F,RS003,I10,99.04,1,1,3,431312,2025-06-16,2025-09-24,auto,2000000,0.215656
9530165106478672,1,1,62,F,RS001,I25.1,99.24,1,3,1,6484583,2025-03-19,2025-09-24,manual,5000000,1.2969166
9819520819893304,1,0,72,M,RS001,J18.9,93.94,2,2,0,7500696,2025-09-11,2025-09-24,auto,4200000,1.78588
8765410831707621,1,1,14,M,RS006,K29.7,45.16,1,1,0,1596793,2025-07-08,2025-09-24,manual,1700000,0.93929
3439461404879970,1,0,44,F,RS002,H25.9,13.4,3,4,1,6981480,2024-07-08,2025-09-24,manual,7500000,0.930864
7420698226803757,1,1,83,F,RS007,Z03.8,93.91,1,2,2,4605498,2025-02-14,2025-09-24,manual,1200000,3.837915
0402058295028777,1,1,69,M,RS006,N39.0,57.94,1,1,2,646551,2024-12-10,2025-09-25,manual,2200000,0.29388681818181817
2088186843718702,1,1,20,M,RS005,J00,93.9,2,2,2,9981530,2025-05-20,2025-09-25,auto,500000,19.96306
6035283383075389,1,0,45,M,RS008,E66.9,99.28,2,1,1,4095394,2025-07-24,2025-09-25,auto,1000000,4.095394
9958327336498786,0,1,32,F,RS004,N39.0,57.94,2,1,1,4309660,2025-08-19,2025-09-25,auto,2200000,1.9589363636363637
5834511151055523,1,1,22,M,RS008,A09,45.23,3,4,0,935778,2024-04-26,2025-09-25,manual,1300000,0.7198292307692308
8874434686937598,1,1,61,F,RS003,E11,99.10,2,3,0,6068091,2024-01-30,2025-09-25,auto,2500000,2.4272364
9124321224474052,0,0,10,F,RS007,R50.9,99.19,3,2,0,5633010,2024-10-28,2025-09-25,auto,1000000,5.63301
8084434077737782,1,1,26,M,RS004,H25.9,13.4,1,3,0,8907027,2025-05-02,2025-09-25,manual,7500000,1.1876036
5398001300308113,0,1,1,M,RS005,E11,99.10,2,2,0,9558621,2025-04-01,2025-09-25,auto,2500000,3.8234484
5399096333132267,1,1,23,F,RS004,R50.9,99.19,2,4,2,7462974,2025-03-29,2025-09-25,manual,1000000,7.462974
7845021326359850,1,0,65,F,RS007,R10.4,87.09,3,3,2,8082982,2025-06-11,2025-09-25,manual,1200000,6.7358183333333335
9355936997744368,1,1,36,F,RS005,J45.9,93.96,3,4,0,6106306,2025-01-08,2025-09-25,auto,2300000,2.654915652173913
5813951965610035,0,0,70,M,RS010,R50.9,99.19,3,1,0,2417258,2025-02-08,2025-09-25,manual,1000000,2.417258
7374001504949100,1,1,60,F,RS002,O80,72.0,2,3,2,2873598,2025-08-07,2025-09-25,manual,3500000,0.821028
6431099747463069,1,1,21,M,RS004,I25.1,99.24,1,3,4,2278397,2025-08-09,2025-09-25,auto,5000000,0.4556794
0313004035377088,1,1,44,M,RS003,J18.9,93.94,1,1,0,6278372,2024-10-17,2025-09-25,manual,4200000,1.4948504761904762
1932837844152572,1,1,80,M,RS001,A09,45.23,2,2,2,3349631,2025-06-26,2025-09-25,auto,1300000,2.576639230769231
0570953459418509,1,1,49,F,RS001,I10,99.04,2,4,4,1653932,2025-04-05,2025-09-25,auto,2000000,0.826966
6675251271069761,0,1,30,M,RS004,J45.9,93.96,2,3,2,4695786,2025-04-28,2025-09-25,auto,2300000,2.0416460869565216
4333693941290091,1,0,52,M,RS002,I25.1,36.15,1,4,3,4307621,2024-08-24,2025-09-25,manual,5000000,0.8615242
4831592105256498,0,1,26,F,RS009,J18.9,96.04,2,1,0,9771003,2024-11-12,2025-09-25,auto,4200000,2.3264292857142856
9201150147980678,1,1,73,M,RS003,I10,99.04,3,4,4,772792,2025-09-10,2025-09-25,manual,2000000,0.386396
1082739201779474,0,0,69,F,RS010,Z34.0,73.0,3,4,2,2926087,2025-08-18,2025-09-25,auto,800000,3.65760875
5201789267133296,0,1,76,F,RS008,Z03.8,93.91,1,3,0,5977560,2025-05-20,2025-09-25,auto,1200000,4.9813
8639034750764760,1,0,11,F,RS005,J18.9,93.94,1,4,0,7668206,2025-07-21,2025-09-25,manual,4200000,1.8257633333333334
5238975004133386,1,1,33,F,RS004,K21.0,45.16,2,1,0,7588793,2025-05-07,2025-09-25,manual,1400000,5.420566428571429
5169024515220406,1,0,34,F,RS001,O80,72.0,1,3,3,5726083,2025-09-04,2025-09-25,auto,3500000,1.6360237142857144
8942003607029330,1,1,10,F,RS005,J18.9,93.94,1,1,1,885533,2025-06-13,2025-09-25,manual,4200000,0.2108411904761905
2876152208513884,1,1,24,F,RS003,I10,99.04,2,3,3,608876,2025-09-19,2025-09-25,manual,2000000,0.304438
4599049685738441,1,1,47,M,RS001,I10,99.04,1,1,3,3860316,2025-09-13,2025-09-25,auto,2000000,1.930158
2495961188989685,0,1,73,F,RS001,N39.0,57.94,1,1,0,892606,2025-08-12,2025-09-25,manual,2200000,0.40573
9367137590159353,1,1,41,M,RS010,A09,45.23,1,2,1,4153388,2025-01-25,2025-09-25,auto,1300000,3.194913846153846
8578198583685839,1,1,27,F,RS006,M54.5,93.39,1,1,1,4107368,2024-11-13,2025-09-26,manual,1800000,2.281871111111111
3303275983419441,1,1,58,M,RS002,K21.0,45.16,2,1,2,8606583,2024-10-07,2025-09-26,auto,1400000,6.147559285714285
9035988094969622,1,1,89,F,RS005,K21.0,45.16,3,2,2,2605548,2025-08-21,2025-09-26,manual,1400000,1.8611057142857144
7090606701733834,0,1,7,F,RS003,K21.0,45.16,2,4,0,4029964,2025-09-19,2025-09-26,auto,1400000,2.8785457142857145
4189652918698162,1,1,37,M,RS010,R10.4,87.09,1,1,0,4040345,2024-02-29,2025-09-26,manual,1200000,3.3669541666666665
6118312882326426,1,1,45,F,RS004,J18.9,93.94,3,1,2,1007020,2024-09-24,2025-09-26,manual,4200000,0.23976666666666666
6320394300532438,0,1,72,F,RS005,Z00.0,93.99,1,4,0,2671293,2025-01-11,2025-09-26,auto,700000,3.816132857142857
8603255609643840,1,1,14,M,RS002,K29.7,45.16,1,3,1,5753849,2025-04-11,2025-09-26,auto,1700000,3.3846170588235296
9310857938702230,1,1,60,M,RS001,A09,45.23,2,4,0,2717926,2025-09-09,2025-09-26,manual,1300000,2.0907123076923075
4830091898335094,1,0,47,F,RS002,R10.4,87.09,2,2,0,1355342,2025-01-18,2025-09-26,manual,1200000,1.1294516666666667
2978530033833550,1,1,11,M,RS004,K21.0,45.16,1,1,0,962310,2025-03-11,2025-09-26,manual,1400000,0.6873642857142858
4215995736979502,1,1,80,M,RS007,J45.9,93.96,2,3,0,6263391,2025-04-30,2025-09-26,auto,2300000,2.7232134782608695
3344512280938618,1,0,72,F,RS005,M54.5,93.39,1,4,1,8843247,2025-03-05,2025-09-26,manual,1800000,4.912915
9879803914199190,1,1,54,M,RS007,Z34.0,73.0,2,2,4,8263529,2025-09-09,2025-09-26,auto,800000,10.32941125
1130364344708384,1,0,22,F,RS005,A09,45.23,2,4,0,3043207,2024-09-05,2025-09-26,auto,1300000,2.3409284615384616
2513636250050664,1,1,8,M,RS009,J18.9,96.04,1,4,1,5665921,2025-05-21,2025-09-26,manual,4200000,1.3490288095238094
7038578589303999,0,1,76,F,RS005,M54.5,93.39,3,1,0,7110706,2025-02-18,2025-09-26,manual,1800000,3.9503922222222223
6066919408236976,0,1,40,M,RS001,I10,99.04,2,3,4,5578585,2025-08-14,2025-10-05,manual,2000000,2.7892925
2768842318988658,0,1,23,F,RS010,Z00.0,93.99,2,4,0,7612693,2024-04-13,2025-09-26,manual,700000,10.875275714285713
9572252825974371,0,1,49,F,RS008,M54.5,93.39,1,4,0,3864704,2025-09-05,2025-09-26,manual,1800000,2.147057777777778
2125759466188800,1,1,83,M,RS001,R10.4,87.09,2,3,0,7270857,2024-12-11,2025-09-26,auto,1200000,6.0590475
6772259978251224,0,1,69,F,RS002,K21.0,45.16,1,3,1,9827895,2025-09-01,2025-09-26,manual,1400000,7.019925
4141124895771584,1,1,39,F,RS009,J00,93.9,2,3,0,2893963,2025-08-12,2025-09-26,auto,500000,5.787926
8342180232557825,1,1,24,F,RS005,O80,72.0,2,2,2,4772462,2025-07-01,2025-09-26,auto,3500000,1.3635605714285715
7585247701200370,0,1,12,F,RS010,K29.7,45.16,1,4,0,729224,2025-08-22,2025-09-26,manual,1700000,0.42895529411764705
6268317836288887,1,1,30,F,RS010,R50.9,99.19,3,3,0,3938062,2025-07-26,2025-09-26,manual,1000000,3.938062
7084479290251865,0,0,62,F,RS009,A09,45.23,3,3,2,904482,2025-03-06,2025-09-26,auto,1300000,0.6957553846153847
7226578348736665,1,1,28,F,RS004,R10.4,87.09,1,4,0,8514693,2024-06-21,2025-09-27,manual,1200000,7.0955775
4082835171662349,1,1,2,M,RS010,R50.9,99.19,2,2,0,3881523,2024-08-01,2025-09-27,auto,1000000,3.881523
6840867016380066,1,0,63,F,RS006,R50.9,99.19,1,2,0,2377938,2025-07-07,2025-09-27,manual,1000000,2.377938
2388138687603825,0,1,73,F,RS002,Z34.0,73.0,1,1,4,9350142,2025-07-08,2025-09-27,auto,800000,11.6876775
8565032210064819,1,1,36,F,RS005,M54.5,93.39,3,2,2,1209838,2025-04-12,2025-09-27,auto,1800000,0.6721322222222222
7546063553438211,1,1,50,M,RS001,J00,93.9,2,4,1,5625728,2025-08-07,2025-09-27,manual,500000,11.251456
1594962103120780,1,1,65,M,RS001,Z34.0,73.0,2,3,3,7102205,2024-02-15,2025-09-27,manual,800000,8.87775625
0315619825446469,1,1,23,F,RS009,I10,99.04,1,3,0,5290611,2025-01-06,2025-09-27,auto,2000000,2.6453055
8822472690099623,1,1,30,F,RS008,Z00.0,93.99,2,1,0,416624,2024-08-22,2025-09-27,manual,700000,0.5951771428571428
3793726523782804,1,1,21,M,RS009,K21.0,45.16,3,4,0,3897562,2025-08-09,2025-09-27,manual,1400000,2.783972857142857
4586715196777985,0,1,26,M,RS001,E11,99.10,2,4,3,3592725,2024-02-08,2025-09-27,manual,2500000,1.43709
1969243615292712,1,1,39,M,RS009,E11,99.10,2,3,1,2400584,2024-09-09,2025-09-27,auto,2500000,0.9602336
9172164010266734,0,1,27,F,RS006,J45.9,93.96,3,1,0,4460865,2024-10-25,2025-09-27,manual,2300000,1.9395065217391305
8679786533209225,1,1,8,F,RS003,M54.5,93.39,1,2,2,878898,2025-05-03,2025-09-27,manual,1800000,0.4882766666666667
2625317558403859,1,1,24,F,RS010,A09,45.23,2,1,3,4313753,2025-09-10,2025-09-27,manual,1300000,3.3182715384615387
8244743543069125,1,1,48,F,RS002,I10,99.04,1,1,1,4555386,2024-11-26,2025-09-27,manual,2000000,2.277693
8404646540554843,1,1,65,F,RS004,O80,72.0,2,3,1,1286724,2025-06-19,2025-09-27,manual,3500000,0.36763542857142856
7196613456778908,1,1,18,F,RS003,R50.9,99.19,3,2,0,7786404,2025-07-17,2025-09-27,auto,1000000,7.786404
5926062375973350,0,1,28,M,RS005,R10.4,87.09,3,2,0,6555760,2024-06-06,2025-09-27,manual,1200000,5.463133333333333
0469014998071474,1,1,29,F,RS008,I25.1,99.24,3,1,2,9849070,2025-03-05,2025-09-27,manual,5000000,1.969814
8363309349833107,1,1,66,F,RS005,K29.7,45.16,2,2,0,1495489,2024-06-22,2025-09-27,auto,1700000,0.8796994117647059
7011948972527272,1,1,72,M,RS003,J18.9,93.94,1,2,1,5949889,2025-08-28,2025-09-27,auto,4200000,1.416640238095238
3540558533947041,1,1,60,M,RS002,R10.4,87.09,3,1,1,1023484,2024-01-04,2025-09-27,auto,1200000,0.8529033333333333
1385241344555728,0,1,73,F,RS005,Z03.8,93.91,1,4,1,496394,2025-02-27,2025-09-27,auto,1200000,0.41366166666666665
4082835171662349,1,1,2,M,RS010,Z03.8,93.91,2,3,0,9455181,2025-09-05,2025-09-27,manual,1200000,7.8793175
1391135425667237,0,1,19,F,RS010,K29.7,45.16,3,3,2,2623283,2024-11-11,2025-09-27,auto,1700000,1.5431076470588236
3287558779877850,1,1,68,F,RS004,I10,99.04,1,3,2,5522665,2024-01-15,2025-09-27,manual,2000000,2.7613325
0110945917184723,1,1,87,F,RS008,K29.7,45.16,2,1,0,4080646,2025-03-04,2025-09-27,manual,1700000,2.40038
3499318732286346,1,1,63,M,RS008,R50.9,99.19,3,1,1,4635002,2025-07-24,2025-09-27,auto,1000000,4.635002
0582958168426980,1,1,79,M,RS008,R10.4,87.09,1,4,0,3837467,2025-09-15,2025-09-27,auto,1200000,3.1978891666666667
0250691975058839,1,1,84,M,RS009,M54.5,93.39,3,3,0,3118911,2025-04-15,2025-09-27,manual,1800000,1.7327283333333334
7783057971395830,0,1,35,M,RS002,R50.9,99.19,1,4,0,4897480,2024-12-20,2025-09-27,auto,1000000,4.89748
1588339970503141,0,1,76,F,RS006,K29.7,45.16,1,4,0,8512810,2024-07-18,2025-09-27,auto,1700000,5.007535294117647
2380494624008396,1,0,37,M,RS001,K29.7,45.16,3,1,1,8395781,2025-06-18,2025-09-27,manual,1700000,4.938694705882353
9311239288418364,1,1,42,M,RS006,Z34.0,73.0,2,2,2,9225405,2025-09-24,2025-09-27,manual,800000,11.53175625
1161351260301758,1,1,31,M,RS009,J18.9,93.94,1,3,1,942579,2025-08-11,2025-09-27,manual,4200000,0.22442357142857142
3841999087286045,1,1,32,F,RS002,A09,45.23,1,3,2,2492556,2025-08-12,2025-09-27,auto,1300000,1.9173507692307692
9070692749547225,1,1,11,F,RS006,Z03.8,93.91,2,4,1,7128348,2025-07-01,2025-09-27,auto,1200000,5.94029
6545333595574259,1,1,28,M,RS007,I10,99.04,2,1,2,775502,2025-08-28,2025-09-27,auto,2000000,0.387751
6614791601019959,0,1,52,F,RS003,I10,99.04,1,2,0,1114541,2025-09-10,2025-09-27,auto,2000000,0.5572705
7939617567102819,1,1,63,F,RS001,E66.9,99.28,3,2,1,584537,2025-09-06,2025-09-27,auto,1000000,0.584537
8903231696484346,1,0,72,F,RS010,K21.0,45.16,2,3,0,9491410,2025-09-15,2025-09-29,manual,1400000,6.779578571428571
5888079935141854,1,1,6,M,RS001,A09,45.23,3,4,0,1846078,2024-01-05,2025-09-29,manual,1300000,1.42006
8942003607029330,1,1,10,F,RS005,J18.9,93.94,1,2,0,1267869,2024-08-08,2025-09-29,manual,4200000,0.3018735714285714
0313004035377088,1,1,44,M,RS003,J18.9,93.94,2,3,1,8331745,2025-09-09,2025-09-29,auto,4200000,1.9837488095238096
1764240686273313,1,1,77,M,RS007,J00,93.9,3,4,1,7315897,2025-02-18,2025-09-29,manual,500000,14.631794
6114470252394502,1,0,3,M,RS010,I25.1,99.24,2,3,3,3929157,2025-07-02,2025-09-29,manual,5000000,0.7858314
8603235850335200,1,0,75,F,RS001,J45.9,93.96,2,1,0,554052,2024-03-04,2025-09-29,manual,2300000,0.2408921739130435
3164222684055563,1,1,21,F,RS005,E66.9,99.28,3,2,1,636975,2025-07-17,2025-09-29,manual,1000000,0.636975
7610241676266677,1,1,36,M,RS006,M54.5,93.39,3,3,0,2317042,2024-07-08,2025-09-29,manual,1800000,1.2872455555555555
